ts_local,weekday,hour,is_weekend,activity_level,lambda_ci,checkins,checkouts,treadmill_sessions,strength_sessions,other_sessions,avg_session_min
2025-09-07 22:00:00,6,22.0,1,0.5,0.4963423706151344,5,6,1,3,1,66
2025-09-08 06:30:00,0,6.5,0,0.3,0.3859607493940152,5,3,2,2,1,71
2025-09-08 06:45:00,0,6.75,0,0.3,0.3428241960408216,3,4,1,1,1,67
2025-09-08 07:00:00,0,7.0,0,1.0,0.9560557265858636,13,9,5,5,3,58
2025-09-08 07:15:00,0,7.25,0,1.0,0.9947221455909508,5,3,2,2,1,59
2025-09-08 07:30:00,0,7.5,0,1.0,0.8097285743731821,3,8,1,1,1,76
2025-09-08 07:45:00,0,7.75,0,1.0,0.8971102496501185,5,3,2,2,1,63
2025-09-08 08:00:00,0,8.0,0,1.0,0.9812394323417174,10,11,4,4,2,61
2025-09-08 08:15:00,0,8.25,0,1.0,0.8664539140359606,6,4,2,3,1,71
2025-09-08 08:30:00,0,8.5,0,1.0,0.7497148197251251,9,3,3,4,2,56
2025-09-08 08:45:00,0,8.75,0,1.0,0.9401355977013544,4,0,2,2,0,72
2025-09-08 09:00:00,0,9.0,0,0.7,0.664090609226983,1,6,0,0,1,61
2025-09-08 09:15:00,0,9.25,0,0.7,0.7166575862094532,6,6,2,3,1,68
2025-09-08 09:30:00,0,9.5,0,0.7,0.6975709608119626,4,6,1,2,1,63
2025-09-08 09:45:00,0,9.75,0,0.7,0.9890377937842337,8,1,3,4,1,57
2025-09-08 10:00:00,0,10.0,0,0.7,0.6397986132750445,11,0,4,5,2,66
2025-09-08 10:15:00,0,10.25,0,0.7,0.7480854460362053,2,3,1,1,0,70
2025-09-08 10:30:00,0,10.5,0,0.7,0.7492082429623504,3,3,1,1,1,53
2025-09-08 10:45:00,0,10.75,0,0.7,0.6087520475470392,3,4,1,1,1,59
2025-09-08 11:00:00,0,11.0,0,0.4,0.3740085103284114,3,11,1,1,1,71
2025-09-08 11:15:00,0,11.25,0,0.4,0.4115534739078336,3,2,1,1,1,67
2025-09-08 11:30:00,0,11.5,0,0.4,0.3980790552487139,6,0,2,3,1,67
2025-09-08 11:45:00,0,11.75,0,0.4,0.47921833943422265,5,5,2,2,1,70
2025-09-08 12:00:00,0,12.0,0,0.4,0.3247672534718528,5,2,2,2,1,67
2025-09-08 12:15:00,0,12.25,0,0.4,0.36822754768639876,0,3,0,0,0,66
2025-09-08 12:30:00,0,12.5,0,0.4,0.37588060070535445,2,5,1,1,0,71
2025-09-08 12:45:00,0,12.75,0,0.4,0.38522959819669733,5,4,1,3,1,63
2025-09-08 13:00:00,0,13.0,0,0.4,0.41234854176128866,5,3,1,3,1,65
2025-09-08 13:15:00,0,13.25,0,0.4,0.34857734914998584,1,1,0,1,0,69
2025-09-08 13:30:00,0,13.5,0,0.4,0.3507478722884873,4,1,1,2,1,61
2025-09-08 13:45:00,0,13.75,0,0.4,0.38909464295080376,3,4,1,2,0,72
2025-09-08 14:00:00,0,14.0,0,0.4,0.39140519950258873,2,3,0,1,1,66
2025-09-08 14:15:00,0,14.25,0,0.4,0.41921608628201573,3,0,1,2,0,59
2025-09-08 14:30:00,0,14.5,0,0.4,0.43261805919481927,7,0,2,4,1,64
2025-09-08 14:45:00,0,14.75,0,0.4,0.4149950959486497,3,2,1,2,0,58
2025-09-08 15:00:00,0,15.0,0,0.4,0.3794796108449597,3,2,1,2,0,65
2025-09-08 15:15:00,0,15.25,0,0.4,0.39394701556018985,1,6,0,1,0,63
2025-09-08 15:30:00,0,15.5,0,0.4,0.39037437990234203,1,6,0,1,0,61
2025-09-08 15:45:00,0,15.75,0,0.4,0.39693186964612703,5,1,1,3,1,56
2025-09-08 16:00:00,0,16.0,0,0.4,0.4629744447414854,3,0,1,2,0,61
2025-09-08 16:15:00,0,16.25,0,0.4,0.43016074808022414,3,1,1,2,0,64
2025-09-08 16:30:00,0,16.5,0,0.4,0.38699911753836336,2,0,0,1,1,63
2025-09-08 16:45:00,0,16.75,0,0.4,0.48162641123652483,8,2,2,5,1,58
2025-09-08 17:00:00,0,17.0,0,1.1,1.0856754912965478,10,1,2,6,2,65
2025-09-08 17:15:00,0,17.25,0,1.1,1.1941740882116623,16,1,3,10,3,60
2025-09-08 17:30:00,0,17.5,0,1.1,1.175186708206004,11,3,2,7,2,70
2025-09-08 17:45:00,0,17.75,0,1.1,1.0806208782524704,12,2,2,7,3,70
2025-09-08 18:00:00,0,18.0,0,1.1,1.0307350479255981,12,10,2,7,3,64
2025-09-08 18:15:00,0,18.25,0,1.1,1.3814909574978593,10,11,2,6,2,73
2025-09-08 18:30:00,0,18.5,0,1.1,1.0838004053188413,6,6,1,4,1,64
2025-09-08 18:45:00,0,18.75,0,1.1,1.132203513061758,14,10,3,8,3,58
2025-09-08 19:00:00,0,19.0,0,0.9,1.1096720046937705,8,8,2,5,1,71
2025-09-08 19:15:00,0,19.25,0,0.9,1.037712114682679,5,5,1,3,1,73
2025-09-08 19:30:00,0,19.5,0,0.9,0.8624960818181486,5,1,1,3,1,70
2025-09-08 19:45:00,0,19.75,0,0.9,0.910129773914875,4,11,1,2,1,61
2025-09-08 20:00:00,0,20.0,0,0.9,0.8894681896966918,5,7,1,3,1,59
2025-09-08 20:15:00,0,20.25,0,0.9,0.8221330025794398,6,3,1,3,2,63
2025-09-08 20:30:00,0,20.5,0,0.9,0.8656817605305346,7,6,2,4,1,77
2025-09-08 20:45:00,0,20.75,0,0.9,0.8588032793043617,7,3,2,4,1,59
2025-09-08 21:00:00,0,21.0,0,0.5,0.5224383243861559,3,6,1,2,0,69
2025-09-08 21:15:00,0,21.25,0,0.5,0.5139992666747055,2,2,0,1,1,65
2025-09-08 21:30:00,0,21.5,0,0.5,0.5033918419658501,3,3,1,2,0,70
2025-09-08 21:45:00,0,21.75,0,0.5,0.5558273702280145,6,4,1,3,2,59
2025-09-08 22:00:00,0,22.0,0,0.5,0.5070755307738403,4,1,1,2,1,64
2025-09-09 06:30:00,1,6.5,0,0.3,0.2723691929167071,3,4,1,1,1,61
2025-09-09 06:45:00,1,6.75,0,0.3,0.2712569832043563,3,3,1,1,1,61
2025-09-09 07:00:00,1,7.0,0,1.0,0.9370680322397092,4,3,2,2,0,69
2025-09-09 07:15:00,1,7.25,0,1.0,1.0260916630383965,7,3,3,3,1,59
2025-09-09 07:30:00,1,7.5,0,1.0,1.1365266267493506,12,1,5,5,2,66
2025-09-09 07:45:00,1,7.75,0,1.0,1.1586580207208592,8,0,3,3,2,65
2025-09-09 08:00:00,1,8.0,0,1.0,1.1339246053442786,4,3,2,2,0,60
2025-09-09 08:15:00,1,8.25,0,1.0,0.8094652847275634,9,5,3,4,2,61
2025-09-09 08:30:00,1,8.5,0,1.0,0.9261892340363782,8,7,3,3,2,67
2025-09-09 08:45:00,1,8.75,0,1.0,0.9504198694912931,6,4,2,3,1,65
2025-09-09 09:00:00,1,9.0,0,0.7,0.6965103777938519,9,4,3,4,2,65
2025-09-09 09:15:00,1,9.25,0,0.7,0.8375813888724333,9,7,3,4,2,64
2025-09-09 09:30:00,1,9.5,0,0.7,0.6174433407968365,7,7,3,3,1,64
2025-09-09 09:45:00,1,9.75,0,0.7,0.6364543976709545,5,4,2,2,1,65
2025-09-09 10:00:00,1,10.0,0,0.7,0.6948853388251168,7,4,2,3,2,72
2025-09-09 10:15:00,1,10.25,0,0.7,0.7122199197623605,7,5,2,3,2,68
2025-09-09 10:30:00,1,10.5,0,0.7,0.8857756937468588,8,7,3,4,1,64
2025-09-09 10:45:00,1,10.75,0,0.7,0.6681137060704646,4,0,1,2,1,60
2025-09-09 11:00:00,1,11.0,0,0.4,0.3667104079582325,6,8,2,3,1,63
2025-09-09 11:15:00,1,11.25,0,0.4,0.48646938601590173,7,3,2,3,2,60
2025-09-09 11:30:00,1,11.5,0,0.4,0.42930604665850525,6,7,2,3,1,61
2025-09-09 11:45:00,1,11.75,0,0.4,0.4236142966029792,1,1,0,0,1,56
2025-09-09 12:00:00,1,12.0,0,0.4,0.36055952463216534,2,3,1,1,0,65
2025-09-09 12:15:00,1,12.25,0,0.4,0.34649212015608727,4,1,1,2,1,75
2025-09-09 12:30:00,1,12.5,0,0.4,0.3890940974580187,3,8,1,2,0,66
2025-09-09 12:45:00,1,12.75,0,0.4,0.41254089367795893,2,2,1,1,0,69
2025-09-09 13:00:00,1,13.0,0,0.4,0.41705825059761203,5,3,1,3,1,70
2025-09-09 13:15:00,1,13.25,0,0.4,0.3703282976549133,0,2,0,0,0,64
2025-09-09 13:30:00,1,13.5,0,0.4,0.36901257044243796,3,0,1,2,0,64
2025-09-09 13:45:00,1,13.75,0,0.4,0.4745790029854746,3,3,1,2,0,58
2025-09-09 14:00:00,1,14.0,0,0.4,0.40973081587945304,2,1,0,1,1,66
2025-09-09 14:15:00,1,14.25,0,0.4,0.4067619328252528,3,0,1,2,0,65
2025-09-09 14:30:00,1,14.5,0,0.4,0.3734272372193687,0,0,0,0,0,61
2025-09-09 14:45:00,1,14.75,0,0.4,0.40010169772187076,2,2,0,1,1,71
2025-09-09 15:00:00,1,15.0,0,0.4,0.39160680304213985,4,0,1,2,1,61
2025-09-09 15:15:00,1,15.25,0,0.4,0.34130928653663706,2,0,0,1,1,79
2025-09-09 15:30:00,1,15.5,0,0.4,0.44613624823857373,5,0,1,3,1,67
2025-09-09 15:45:00,1,15.75,0,0.4,0.4359257827826671,0,3,0,0,0,65
2025-09-09 16:00:00,1,16.0,0,0.4,0.4547008444265475,3,2,1,2,0,75
2025-09-09 16:15:00,1,16.25,0,0.4,0.4514381775729637,3,3,1,2,0,54
2025-09-09 16:30:00,1,16.5,0,0.4,0.35711744245718435,2,7,0,1,1,64
2025-09-09 16:45:00,1,16.75,0,0.4,0.36292487098047665,2,0,0,1,1,63
2025-09-09 17:00:00,1,17.0,0,1.1,1.1256695545950903,9,0,2,5,2,64
2025-09-09 17:15:00,1,17.25,0,1.1,1.0261786529405215,3,4,1,2,0,66
2025-09-09 17:30:00,1,17.5,0,1.1,0.9784448415320439,10,0,2,6,2,64
2025-09-09 17:45:00,1,17.75,0,1.1,0.9916554503274252,11,0,2,7,2,72
2025-09-09 18:00:00,1,18.0,0,1.1,1.2582873007870918,8,3,2,5,1,67
2025-09-09 18:15:00,1,18.25,0,1.1,1.2173053423955469,8,4,2,5,1,67
2025-09-09 18:30:00,1,18.5,0,1.1,1.1033328433399552,8,8,2,5,1,67
2025-09-09 18:45:00,1,18.75,0,1.1,1.2643058359481054,14,11,3,8,3,59
2025-09-09 19:00:00,1,19.0,0,0.9,0.7732818305966448,7,5,1,4,2,66
2025-09-09 19:15:00,1,19.25,0,0.9,0.8188139464685391,5,4,1,3,1,66
2025-09-09 19:30:00,1,19.5,0,0.9,0.8803347469438059,9,5,2,5,2,59
2025-09-09 19:45:00,1,19.75,0,0.9,0.9819877719892277,3,7,1,2,0,69
2025-09-09 20:00:00,1,20.0,0,0.9,0.8823233215624516,5,8,1,3,1,55
2025-09-09 20:15:00,1,20.25,0,0.9,1.014660510222102,11,10,2,6,3,78
2025-09-09 20:30:00,1,20.5,0,0.9,1.0576798228756343,13,5,3,8,2,65
2025-09-09 20:45:00,1,20.75,0,0.9,0.7678942895630517,6,3,1,3,2,61
2025-09-09 21:00:00,1,21.0,0,0.5,0.43174940201777745,2,3,0,1,1,68
2025-09-09 21:15:00,1,21.25,0,0.5,0.4424047746458649,8,9,2,5,1,68
2025-09-09 21:30:00,1,21.5,0,0.5,0.4904275906853742,2,11,0,1,1,75
2025-09-09 21:45:00,1,21.75,0,0.5,0.47962902471792906,2,2,0,1,1,74
2025-09-09 22:00:00,1,22.0,0,0.5,0.48975507269590557,3,0,1,2,0,58
2025-09-10 06:30:00,2,6.5,0,0.3,0.25517115613457003,3,8,1,1,1,64
2025-09-10 06:45:00,2,6.75,0,0.3,0.3106238621838831,3,2,1,1,1,60
2025-09-10 07:00:00,2,7.0,0,1.0,1.1255107643650513,8,2,3,3,2,69
2025-09-10 07:15:00,2,7.25,0,1.0,1.0039925091861113,11,3,4,4,3,72
2025-09-10 07:30:00,2,7.5,0,1.0,1.1135044839405535,5,3,2,2,1,58
2025-09-10 07:45:00,2,7.75,0,1.0,1.1769018425131363,13,4,5,5,3,65
2025-09-10 08:00:00,2,8.0,0,1.0,0.9691031590052963,8,7,3,3,2,62
2025-09-10 08:15:00,2,8.25,0,1.0,1.019038330717238,9,8,3,4,2,69
2025-09-10 08:30:00,2,8.5,0,1.0,0.7297846410172211,6,4,2,3,1,67
2025-09-10 08:45:00,2,8.75,0,1.0,1.1936723898838388,12,9,5,5,2,71
2025-09-10 09:00:00,2,9.0,0,0.7,0.6626894257432184,5,4,2,2,1,63
2025-09-10 09:15:00,2,9.25,0,0.7,0.6628957049451767,4,6,1,2,1,64
2025-09-10 09:30:00,2,9.5,0,0.7,0.6930009104066169,9,4,3,4,2,67
2025-09-10 09:45:00,2,9.75,0,0.7,0.6735477435492545,11,5,4,5,2,64
2025-09-10 10:00:00,2,10.0,0,0.7,0.7121280260455882,6,5,2,3,1,66
2025-09-10 10:15:00,2,10.25,0,0.7,0.8060407941432863,2,5,1,1,0,71
2025-09-10 10:30:00,2,10.5,0,0.7,0.7410258549979885,8,7,3,4,1,76
2025-09-10 10:45:00,2,10.75,0,0.7,0.6466603611110668,8,9,3,4,1,63
2025-09-10 11:00:00,2,11.0,0,0.4,0.403943493869042,2,4,1,1,0,76
2025-09-10 11:15:00,2,11.25,0,0.4,0.35638421989837615,3,0,1,1,1,62
2025-09-10 11:30:00,2,11.5,0,0.4,0.3451123432185017,5,7,2,2,1,69
2025-09-10 11:45:00,2,11.75,0,0.4,0.43981330078740677,0,3,0,0,0,63
2025-09-10 12:00:00,2,12.0,0,0.4,0.41082314446756085,0,0,0,0,0,60
2025-09-10 12:15:00,2,12.25,0,0.4,0.35047389976838805,4,3,1,2,1,71
2025-09-10 12:30:00,2,12.5,0,0.4,0.3272821503043889,3,4,1,2,0,65
2025-09-10 12:45:00,2,12.75,0,0.4,0.42049234613344866,3,2,1,2,0,71
2025-09-10 13:00:00,2,13.0,0,0.4,0.39930947687084006,2,0,1,1,0,69
2025-09-10 13:15:00,2,13.25,0,0.4,0.3778422756197396,2,3,1,1,0,67
2025-09-10 13:30:00,2,13.5,0,0.4,0.488780539224674,5,0,1,3,1,68
2025-09-10 13:45:00,2,13.75,0,0.4,0.46226247203181076,4,4,1,2,1,70
2025-09-10 14:00:00,2,14.0,0,0.4,0.41650395142425634,0,4,0,0,0,70
2025-09-10 14:15:00,2,14.25,0,0.4,0.408513946989996,5,2,1,3,1,63
2025-09-10 14:30:00,2,14.5,0,0.4,0.45041793161957316,7,2,2,4,1,67
2025-09-10 14:45:00,2,14.75,0,0.4,0.3176404240762263,4,1,1,2,1,73
2025-09-10 15:00:00,2,15.0,0,0.4,0.36021492179020487,2,0,0,1,1,65
2025-09-10 15:15:00,2,15.25,0,0.4,0.4225729157683897,2,2,0,1,1,63
2025-09-10 15:30:00,2,15.5,0,0.4,0.5119909199813645,5,5,1,3,1,62
2025-09-10 15:45:00,2,15.75,0,0.4,0.42060488045430433,1,1,0,1,0,69
2025-09-10 16:00:00,2,16.0,0,0.4,0.38577585151432414,5,0,1,3,1,64
2025-09-10 16:15:00,2,16.25,0,0.4,0.39071710056641545,0,2,0,0,0,67
2025-09-10 16:30:00,2,16.5,0,0.4,0.46563321952148196,2,4,0,1,1,64
2025-09-10 16:45:00,2,16.75,0,0.4,0.48906053286709383,5,4,1,3,1,71
2025-09-10 17:00:00,2,17.0,0,1.1,1.1899276083912333,4,3,1,2,1,66
2025-09-10 17:15:00,2,17.25,0,1.1,1.052106938305589,3,0,1,2,0,72
2025-09-10 17:30:00,2,17.5,0,1.1,1.2164213209405692,8,3,2,5,1,72
2025-09-10 17:45:00,2,17.75,0,1.1,1.1385899260192547,11,5,2,7,2,65
2025-09-10 18:00:00,2,18.0,0,1.1,1.103984190632663,7,5,1,4,2,72
2025-09-10 18:15:00,2,18.25,0,1.1,1.1879740230243903,11,5,2,7,2,63
2025-09-10 18:30:00,2,18.5,0,1.1,1.2259797220477382,7,9,1,4,2,66
2025-09-10 18:45:00,2,18.75,0,1.1,1.2109439099260224,13,6,3,8,2,61
2025-09-10 19:00:00,2,19.0,0,0.9,0.8328291871168972,10,8,2,6,2,68
2025-09-10 19:15:00,2,19.25,0,0.9,1.0605185618534279,10,7,2,6,2,67
2025-09-10 19:30:00,2,19.5,0,0.9,0.9608111200671692,8,6,2,5,1,68
2025-09-10 19:45:00,2,19.75,0,0.9,0.8860780196923475,5,10,1,3,1,58
2025-09-10 20:00:00,2,20.0,0,0.9,1.0327317340614024,8,5,2,5,1,55
2025-09-10 20:15:00,2,20.25,0,0.9,1.02367382521958,9,9,2,5,2,59
2025-09-10 20:30:00,2,20.5,0,0.9,0.8539376062882896,3,5,1,2,0,67
2025-09-10 20:45:00,2,20.75,0,0.9,0.8804294395113291,5,7,1,3,1,68
2025-09-10 21:00:00,2,21.0,0,0.5,0.495916027533462,2,4,0,1,1,71
2025-09-10 21:15:00,2,21.25,0,0.5,0.48840353865575714,2,4,0,1,1,63
2025-09-10 21:30:00,2,21.5,0,0.5,0.4423058402286102,7,1,2,4,1,66
2025-09-10 21:45:00,2,21.75,0,0.5,0.4608153758855506,1,6,0,1,0,61
2025-09-10 22:00:00,2,22.0,0,0.5,0.5178514993323646,4,0,1,2,1,72
2025-09-11 06:30:00,3,6.5,0,0.3,0.2419990940932326,3,3,1,1,1,61
2025-09-11 06:45:00,3,6.75,0,0.3,0.25966372166994,5,9,2,2,1,71
2025-09-11 07:00:00,3,7.0,0,1.0,1.121811840381374,10,0,4,4,2,64
2025-09-11 07:15:00,3,7.25,0,1.0,0.9985827883313491,12,2,5,5,2,73
2025-09-11 07:30:00,3,7.5,0,1.0,1.0784440274668006,7,2,3,3,1,66
2025-09-11 07:45:00,3,7.75,0,1.0,0.9094997879649418,7,1,3,3,1,66
2025-09-11 08:00:00,3,8.0,0,1.0,1.019395644821488,9,12,3,4,2,61
2025-09-11 08:15:00,3,8.25,0,1.0,1.130005752921056,9,10,3,4,2,76
2025-09-11 08:30:00,3,8.5,0,1.0,1.1325000118554127,3,2,1,1,1,70
2025-09-11 08:45:00,3,8.75,0,1.0,0.9582026066957601,7,3,3,3,1,68
2025-09-11 09:00:00,3,9.0,0,0.7,0.7151344258407473,6,7,2,3,1,66
2025-09-11 09:15:00,3,9.25,0,0.7,0.6788648305146427,5,4,2,2,1,62
2025-09-11 09:30:00,3,9.5,0,0.7,0.808550258979912,6,0,2,3,1,68
2025-09-11 09:45:00,3,9.75,0,0.7,0.6146671351952754,5,5,2,2,1,65
2025-09-11 10:00:00,3,10.0,0,0.7,0.6987467143043243,10,6,4,4,2,65
2025-09-11 10:15:00,3,10.25,0,0.7,0.7279848022610587,6,5,2,3,1,69
2025-09-11 10:30:00,3,10.5,0,0.7,0.5241911601651359,6,4,2,3,1,66
2025-09-11 10:45:00,3,10.75,0,0.7,0.6643498235769452,1,3,0,0,1,65
2025-09-11 11:00:00,3,11.0,0,0.4,0.38011265954399925,4,7,1,2,1,72
2025-09-11 11:15:00,3,11.25,0,0.4,0.4084562476140479,4,6,1,2,1,61
2025-09-11 11:30:00,3,11.5,0,0.4,0.45032137353864443,5,2,2,2,1,57
2025-09-11 11:45:00,3,11.75,0,0.4,0.4083691140224455,3,0,1,1,1,61
2025-09-11 12:00:00,3,12.0,0,0.4,0.4207943264236968,1,2,0,0,1,66
2025-09-11 12:15:00,3,12.25,0,0.4,0.45674474141076815,3,2,1,2,0,68
2025-09-11 12:30:00,3,12.5,0,0.4,0.5003972492134257,2,3,1,1,0,61
2025-09-11 12:45:00,3,12.75,0,0.4,0.34348173115495184,1,2,0,1,0,83
2025-09-11 13:00:00,3,13.0,0,0.4,0.4379736572821945,5,2,1,3,1,66
2025-09-11 13:15:00,3,13.25,0,0.4,0.40808084075196654,6,0,2,3,1,66
2025-09-11 13:30:00,3,13.5,0,0.4,0.2958702293709323,0,0,0,0,0,59
2025-09-11 13:45:00,3,13.75,0,0.4,0.2916996608630881,2,0,1,1,0,58
2025-09-11 14:00:00,3,14.0,0,0.4,0.3372730573124251,3,5,1,2,0,56
2025-09-11 14:15:00,3,14.25,0,0.4,0.4382171956421247,6,3,1,3,2,72
2025-09-11 14:30:00,3,14.5,0,0.4,0.3658768865564375,4,0,1,2,1,71
2025-09-11 14:45:00,3,14.75,0,0.4,0.4457046082742121,3,2,1,2,0,65
2025-09-11 15:00:00,3,15.0,0,0.4,0.45334581234576565,5,3,1,3,1,59
2025-09-11 15:15:00,3,15.25,0,0.4,0.38016589009417373,2,7,0,1,1,64
2025-09-11 15:30:00,3,15.5,0,0.4,0.4255693980722047,3,4,1,2,0,72
2025-09-11 15:45:00,3,15.75,0,0.4,0.3783391874873942,5,4,1,3,1,62
2025-09-11 16:00:00,3,16.0,0,0.4,0.41911419232070046,4,3,1,2,1,60
2025-09-11 16:15:00,3,16.25,0,0.4,0.44850090733702974,7,4,1,4,2,63
2025-09-11 16:30:00,3,16.5,0,0.4,0.4089015204670891,3,2,1,2,0,64
2025-09-11 16:45:00,3,16.75,0,0.4,0.4067554433658388,6,0,1,4,1,69
2025-09-11 17:00:00,3,17.0,0,1.1,0.9536507369666665,7,8,1,4,2,54
2025-09-11 17:15:00,3,17.25,0,1.1,0.9815008360774332,6,5,1,4,1,66
2025-09-11 17:30:00,3,17.5,0,1.1,1.1960845826461735,8,3,2,5,1,62
2025-09-11 17:45:00,3,17.75,0,1.1,1.1522817423437908,8,2,2,5,1,62
2025-09-11 18:00:00,3,18.0,0,1.1,1.0019187988206908,4,9,1,2,1,69
2025-09-11 18:15:00,3,18.25,0,1.1,1.3242148107267637,14,3,3,8,3,58
2025-09-11 18:30:00,3,18.5,0,1.1,1.1613501661248244,9,5,2,5,2,66
2025-09-11 18:45:00,3,18.75,0,1.1,1.0961974355707966,6,3,1,4,1,67
2025-09-11 19:00:00,3,19.0,0,0.9,0.7818933748978824,5,4,1,3,1,68
2025-09-11 19:15:00,3,19.25,0,0.9,0.7998910562098243,9,9,2,5,2,69
2025-09-11 19:30:00,3,19.5,0,0.9,1.076200384090193,12,3,2,7,3,68
2025-09-11 19:45:00,3,19.75,0,0.9,0.9288042224546923,8,4,2,5,1,69
2025-09-11 20:00:00,3,20.0,0,0.9,0.918173300562835,8,4,2,5,1,61
2025-09-11 20:15:00,3,20.25,0,0.9,0.8464193199382307,3,6,1,2,0,72
2025-09-11 20:30:00,3,20.5,0,0.9,0.9513489897496461,4,5,1,2,1,59
2025-09-11 20:45:00,3,20.75,0,0.9,1.0167218003478726,6,6,1,3,2,67
2025-09-11 21:00:00,3,21.0,0,0.5,0.517153470617688,3,3,1,2,0,62
2025-09-11 21:15:00,3,21.25,0,0.5,0.5922539393815072,5,4,1,3,1,56
2025-09-11 21:30:00,3,21.5,0,0.5,0.47892783641373543,2,2,0,1,1,62
2025-09-11 21:45:00,3,21.75,0,0.5,0.5386290030759582,3,6,1,2,0,64
2025-09-11 22:00:00,3,22.0,0,0.5,0.48128934605021656,9,2,2,5,2,72
